panel_uid,source_record_id,source_doi,source_doi_url,paper_title,figure_id,panel_id,panel_label,panel_type_anchoring,panel_type_curve_extraction,plot_area_box_cropped,x_axis_label,x_axis_units,x_axis_type,x_tick_labels,y_axis_label,y_axis_units,y_axis_type,y_tick_labels,legend_entries,raw_curve_count_current_response,publication_included_panel,analysis_bucket,relevance_group,reaction_type_publication,final_HER_category,curve_family_publication,measurement_configuration_publication,electrolyte_text_publication,enrich_reaction_type_panel,enrich_electrolyte_family_panel,enrich_electrolyte_text_panel,enrich_curve_family_panel,enrich_measurement_configuration_panel,panel_enrichment_manual_review_required
batch2/case237/figure_4__c,batch2/case237,10.1002/adfm.202305893,https://doi.org/10.1002/adfm.202305893,Synergy of Torsion Strained and Ligand Effect for Relay Acceleration of Industrial High-pH Hydrogen Evolution,figure_4,c,c,multi-series line plot,LSV plot,"[65,11,477,343]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100"",""-120"",""-140""]","[""20 \u0000b0C"",""300 \u0000b0C"",""400 \u0000b0C"",""500 \u0000b0C"",""600 \u0000b0C"",""900 \u0000b0C""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch2/case237/figure_5__panel_a,batch2/case237,10.1002/adfm.202305893,https://doi.org/10.1002/adfm.202305893,Synergy of Torsion Strained and Ligand Effect for Relay Acceleration of Industrial High-pH Hydrogen Evolution,figure_5,a,a,xy_plot,polarization_curve,"[67,16,412,293]",Potential (V vs RHE),V vs RHE,linear,"[""-0.9"",""-0.8"",""-0.7"",""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200""]","[""PtRu MCs"",""Pt NPs"",""Ru NPs""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 m KOH,HER,alkaline,1 m KOH,polarization_curve,three_electrode_half_cell,False
batch2/case237/figure_5__panel_b,batch2/case237,10.1002/adfm.202305893,https://doi.org/10.1002/adfm.202305893,Synergy of Torsion Strained and Ligand Effect for Relay Acceleration of Industrial High-pH Hydrogen Evolution,figure_5,b,b,xy_line_plot_with_inset,polarization curve,"[106,10,453,295]",Potential (V vs RHE),V vs RHE,linear,"[""-0.8"",""-0.7"",""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200""]","[""PtRu MCs"",""20 wt.% Pt/C""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch2/case237/figure_5__panel_f,batch2/case237,10.1002/adfm.202305893,https://doi.org/10.1002/adfm.202305893,Synergy of Torsion Strained and Ligand Effect for Relay Acceleration of Industrial High-pH Hydrogen Evolution,figure_5,f,f,line_plot,LSV polarization plot,"[114.0,17.0,458.0,294.0]",Potential,V vs RHE,linear,"[""-0.7"",""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",Current density,mA cm^-2,linear,"[""0"",""-100"",""-200"",""-300""]","[""PtRu 1th"",""PtRu 10000th"",""Pt/C 1th"",""Pt/C 10000th""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch2/case240/figure_4__panel_a,batch2/case240,10.1002/adfm.202306786,https://doi.org/10.1002/adfm.202306786,Ni3N-CeO2 Heterostructure Bifunctional Catalysts for Electrochemical Water Splitting,figure_4,a,a,line_plot,LSV polarization plot,"[80,27,444,321]",Potential (V vs.RHE),V vs.RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density (mA·cm^-2),mA·cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200""]","[""Ni3N-CeO2/NF"",""Pt/C"",""Ni3N/NF"",""CeO2/NF"",""NF""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 m KOH media,HER,alkaline,1 m KOH media,lsv,three_electrode_half_cell,False
batch2/case244/figure_3__panel_a,batch2/case244,10.1002/adfm.202307109,https://doi.org/10.1002/adfm.202307109,Hierarchical Crystalline/Amorphous Heterostructure MoNi/NiMoOx for Electrochemical Hydrogen Evolution with Industry-Level Activity and Stability,figure_3,a,a,line plot,polarization_curve,"[95,28,404,300]",E,V vs.RHE,linear,"[""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",J,mA cm^-2,linear,"[""0"",""-500"",""-1000"",""-1500"",""-2000""]","[""NF"",""NiMoO4"",""Pt/C"",""MoNi/NiMoOx""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch2/case244/figure_4__panel_a,batch2/case244,10.1002/adfm.202307109,https://doi.org/10.1002/adfm.202307109,Hierarchical Crystalline/Amorphous Heterostructure MoNi/NiMoOx for Electrochemical Hydrogen Evolution with Industry-Level Activity and Stability,figure_4,a,a,multi-series LSV line plot,lsv polarization plot,"[107,30,435,307]",E (V vs.RHE),V vs.RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-400"",""-800"",""-1200"",""-1600""]","[""NiMoO4"",""NF"",""Pt/C"",""MoNi/NiMoOx""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M PBS solution,HER,buffered,1.0 M PBS solution,lsv,three_electrode_half_cell,True
batch2/case244/figure_4__panel_f,batch2/case244,10.1002/adfm.202307109,https://doi.org/10.1002/adfm.202307109,Hierarchical Crystalline/Amorphous Heterostructure MoNi/NiMoOx for Electrochemical Hydrogen Evolution with Industry-Level Activity and Stability,figure_4,f,f,multi-series LSV line plot,LSV polarization curves,"[88,35,418,314]",E (V vs.RHE),V vs.RHE,linear,"[""-1.2"",""-0.8"",""-0.4"",""0.0""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-250"",""-500"",""-750"",""-1000""]","[""NF"",""NiMoO4"",""Pt/C"",""MoNi/NiMoOx""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,near-neutral seawater without acidification and alkalization,HER,saline_or_seawater,near-neutral seawater without acidification and alkalization,lsv,three_electrode_half_cell,False
batch2/case246/figure_3__panel_a,batch2/case246,10.1002/adfm.202307917,https://doi.org/10.1002/adfm.202307917,D-Orbital Manipulated Ru Nanoclusters for High-Efficiency Overall Water Splitting at Industrial-Level Current Densities,figure_3,a,a,LSV polarization curve,LSV polarization curve,"[111,10,423,261]",Overpotential (mV vs RHE),mV vs RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-100"",""-200"",""-300""]","[""Ru@Cr-FeMOF"",""Ru@FeMOF"",""Cr-FeMOF"",""FeMOF"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 m KOH solution,HER,alkaline,1.0 m KOH solution,lsv,three_electrode_half_cell,False
batch2/case246/figure_3__panel_c,batch2/case246,10.1002/adfm.202307917,https://doi.org/10.1002/adfm.202307917,D-Orbital Manipulated Ru Nanoclusters for High-Efficiency Overall Water Splitting at Industrial-Level Current Densities,figure_3,c,c,polarization_curve_plot,lsv_polarization,"[114.0,9.0,320.0,261.0]",Overpotential,mV vs RHE,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-500"",""-1000""]","[""Ru@Cr-FeMOF"",""Ru@FeMOF"",""Pt/C""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 m KOH,HER,alkaline,1.0 m KOH,lsv,three_electrode_half_cell,False
batch2/case247/figure_1__e,batch2/case247,10.1002/adfm.202308198,https://doi.org/10.1002/adfm.202308198,General Formation of Interfacial Assembled Hierarchical Micro-Nano Arrays for Biomass Upgrading-Coupled Hydrogen Production,figure_1,e,e,2d line plot,lsv,"[59,16,249,200]",E / V vs. RHE,V vs. RHE,linear,"[""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",j / mA cm^-2,mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200""]","[""2h"",""8h"",""14h""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch2/case247/figure_4__panel_a,batch2/case247,10.1002/adfm.202308198,https://doi.org/10.1002/adfm.202308198,General Formation of Interfacial Assembled Hierarchical Micro-Nano Arrays for Biomass Upgrading-Coupled Hydrogen Production,figure_4,a,a,multi-series line plot,LSV polarization plot,"[85,18,432,276]",E / V vs. RHE,V vs. RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",j / mA cm^-2,mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200"",""-250"",""-300""]","[""Co@NiMoO-Ni/NF"",""NiMoO-Ni/NF"",""Co/NF"",""Pt/C"",""NF""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch2/case248/figure_4__panel_c,batch2/case248,10.1002/adfm.202308405,https://doi.org/10.1002/adfm.202308405,Zincophilic Anionic Hydrogel Electrolyte with Interfacial Specific Adsorption of Solvation Structures for Durable Zinc Ion Hybrid Supercapacitors,figure_4,c,C,line plot,lsv,"[77,42,436,330]",Voltage,V,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80""]","[""Zn(OTf)2"",""PSCA/Zn(OTf)2""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,two_electrode_full_cell,Zn(OTf)2-based electrolytes tested in Zn||Ti cells; the two compared media are an aqueous Zn(OTf)2 electrolyte and a PSCA/Zn(OTf)2 hydrogel electrolyte.,HER,other,Zn(OTf)2-based electrolytes tested in Zn||Ti cells; the two compared media are an aqueous Zn(OTf)2 electrolyte and a PSCA/Zn(OTf)2 hydrogel electrolyte.,lsv,two_electrode_full_cell,False
batch2/case250/figure_2__panel_b,batch2/case250,10.1002/adfm.202308575,https://doi.org/10.1002/adfm.202308575,Unveiling the Synergistic Potential of Laser Chemical Solid-Phase Deposition of Atomic Platinum-Metal Layer on 2D Materials for Bifunctional Catalysts,figure_2,b,b,electrochemical line plot with inset bar chart,polarization_curve,"[94,10,485,400]",Potential,V v.s. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-30"",""-60"",""-90"",""-120""]","[""LDH"",""Pt/LDH""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH electrolyte,HER,alkaline,1 M KOH electrolyte,lsv,three_electrode_half_cell,False
batch2/case250/figure_2__panel_d,batch2/case250,10.1002/adfm.202308575,https://doi.org/10.1002/adfm.202308575,Unveiling the Synergistic Potential of Laser Chemical Solid-Phase Deposition of Atomic Platinum-Metal Layer on 2D Materials for Bifunctional Catalysts,figure_2,d,d,multi-curve line plot,lsv_polarization,"[92.0,61.0,482.0,451.0]",Potential (mV v.s. RHE),mV v.s. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Fe"",""Cr"",""Zn"",""Mn"",""Cu"",""Al"",""Mg"",""Co"",""Ni""]",9,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch2/case250/figure_5__panel_a,batch2/case250,10.1002/adfm.202308575,https://doi.org/10.1002/adfm.202308575,Unveiling the Synergistic Potential of Laser Chemical Solid-Phase Deposition of Atomic Platinum-Metal Layer on 2D Materials for Bifunctional Catalysts,figure_5,a,a,2d line plot,HER LSV polarization plot,"[72,24,442,394]",Potential (V v.s. RHE),V v.s. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Pt/C (40%)"",""Pt-Ni/LDH"",""Pt/LDH"",""LDH""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 m KOH,HER,alkaline,1 m KOH,lsv,three_electrode_half_cell,False
batch2/case254/figure_3__a,batch2/case254,10.1002/adfm.202308827,https://doi.org/10.1002/adfm.202308827,"Versatile, Stable, and Scalable Gel-Like Aerophobic Surface System (GLASS) for Hydrogen Production",figure_3,a,a,multi-line Cartesian plot with inset,LSV,"[72,24,437,318]",Voltage,V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200"",""-250""]","[""Pristine Ni"",""Gel-coated Ni"",""Pristine Pt"",""Gel-coated Pt""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 m KOH,HER,alkaline,1.0 m KOH,lsv,three_electrode_half_cell,False
batch2/case257/figure_3__panel_a,batch2/case257,10.1002/adfm.202309250,https://doi.org/10.1002/adfm.202309250,Phase-Bridged Hierarchical Catalysts for Efficient and Stable Water Electrolysis,figure_3,a,a,current density vs potential multi-curve line plot,polarization_curve,"[73,15,434,305]",Potential,V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",Current density,mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600"",""-800"",""-1000""]","[""Pt/C"",""Ni foam"",""NiCu-LDH"",""NiCuFe0.06-LDH"",""P-NiCuFe0.06-LDH""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch2/case258/figure_3__panel_a,batch2/case258,10.1002/adfm.202309474,https://doi.org/10.1002/adfm.202309474,Defect-Induced Electron Redistribution between Pt-N3S1 Single Atomic Sites and Pt Clusters for Synergistic Electrocatalytic Hydrogen Production with Ultra-High Mass Activity,figure_3,a,a,line_plot,lsv,"[84,15,480,328]",Potential,V vs.RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current density,mA·cm^-2,linear,"[""0"",""-100"",""-200"",""-300"",""-400""]","[""Pt SAs-Pt NCs/NSC"",""Pt NCs/NSC"",""Pt SAs/NSC"",""NSC"",""20% Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch2/case258/figure_3__panel_d,batch2/case258,10.1002/adfm.202309474,https://doi.org/10.1002/adfm.202309474,Defect-Induced Electron Redistribution between Pt-N3S1 Single Atomic Sites and Pt Clusters for Synergistic Electrocatalytic Hydrogen Production with Ultra-High Mass Activity,figure_3,d,d,line_plot,LSV/polarization,"[74,55,469,369]",Potential (V vs.RHE),V vs.RHE,linear,"[""-0.4"",""-0.2"",""0.0""]",Current density (mA·cm^-2),mA·cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Before 5000 CV cycles"",""After 5000 CV cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch2/case259/figure_2__panel_b,batch2/case259,10.1002/adfm.202309667,https://doi.org/10.1002/adfm.202309667,Hydrophobic Hyamine-Mediated Water-Lean Electric Double Layer Boosting Reversible Dendrite-Free Zinc Metal Anodes,figure_2,b,b,2D line plot,LSV,"[85,2,453,305]",Potential,V vs. Zn/Zn$^{2+}$,linear,"[""0.0"",""0.3"",""0.6"",""0.9""]",j,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30""]","[""ZnSO4"",""HQA-ZnSO4""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,two_electrode_full_cell,"ZnSO4-based aqueous electrolytes in a Zn||Cu asymmetric cell, compared with and without HQA additive",HER,other,"ZnSO4-based aqueous electrolytes in a Zn||Cu asymmetric cell, compared with and without HQA additive",lsv,two_electrode_full_cell,False
batch2/case265/figure_2__panel_a,batch2/case265,10.1002/adfm.202310674,https://doi.org/10.1002/adfm.202310674,Quasi-2D AgRuO3 Oxide with Facilely Activated Basal Planes for Efficient H2 Evolution,figure_2,a,a,2d line plot,polarization curve,"[66,19,396,267]",E (V vs. RHE),V vs. RHE,linear,"[""-0.12"",""-0.08"",""-0.04"",""0.00""]",j (mA cm$^{-2}$),mA cm^-2,linear,"[""0"",""-25"",""-50"",""-75"",""-100""]","[""AgRuO3"",""RuO2""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch2/case269/figure_5__panel_a,batch2/case269,10.1002/adfm.202311854,https://doi.org/10.1002/adfm.202311854,Mountain-Shaped Nickel Nanostripes Enabled by Facet Engineering of Nickel Foam: A New Platform for High-Current-Density Water Splitting,figure_5,a,a,2d Cartesian line plot,HER polarization curve,"[99,13,457,301]",E (V vs. RHE),V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-125"",""-250"",""-375"",""-500""]","[""NFMN-Ni2P"",""NF-Ni2P"",""NF-Pt/C""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch2/case269/figure_5__panel_d,batch2/case269,10.1002/adfm.202311854,https://doi.org/10.1002/adfm.202311854,Mountain-Shaped Nickel Nanostripes Enabled by Facet Engineering of Nickel Foam: A New Platform for High-Current-Density Water Splitting,figure_5,d,d,line_plot,polarization_curve,"[99,44,457,333]",E,V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-125"",""-250"",""-375"",""-500""]","[""After 5000 cycles"",""Initial""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch2/case270/figure_5__panel_a,batch2/case270,10.1002/adfm.202311943,https://doi.org/10.1002/adfm.202311943,Plasmonic Au3Cu Ordered Nanocrystals Induced Phase Transformation in 2D-MoS2 for Efficient Hydrogen Evolution,figure_5,a,a,line plot,LSV polarization plot,"[92.0,10.0,469.0,345.0]",Potential,V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",j,mA/cm^2,linear,"[""0"",""-20"",""-40"",""-60"",""-80""]","[""Pristine MoS2"",""Au3Cu/MoS2 Dark"",""Au3Cu/MoS2 Light""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch2/case271/figure_2__e,batch2/case271,10.1002/adfm.202312079,https://doi.org/10.1002/adfm.202312079,Critical Roles of Chalcogenide Anion on Strengthening Stability of Ni2Mo6Te8 for Almost Exclusive Electrocatalysts Nitrate to Ammonia Conversion,figure_2,e,e,2d line plot,polarization,"[25,11,439,382]",Voltage,V vs. RHE,linear,"[""-1.0"",""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Ni2Mo6Te8"",""Mo6Te8""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M NaOH,HER,alkaline,0.5 M NaOH,polarization_curve,three_electrode_half_cell,False
batch2/case271/figure_2__f,batch2/case271,10.1002/adfm.202312079,https://doi.org/10.1002/adfm.202312079,Critical Roles of Chalcogenide Anion on Strengthening Stability of Ni2Mo6Te8 for Almost Exclusive Electrocatalysts Nitrate to Ammonia Conversion,figure_2,f,f,line_plot,polarization_curve,"[94,13,438,377]",Voltage,V vs. RHE,linear,"[""-1.0"",""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",j,mA mg^-1,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Mo6Te8"",""Mo6Se8"",""Mo6S8""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 m NaOH,HER,alkaline,0.5 m NaOH,polarization_curve,three_electrode_half_cell,False
batch2/case273/figure_3__panel_a,batch2/case273,10.1002/adfm.202312987,https://doi.org/10.1002/adfm.202312987,Crystalline/Amorphous-Ru/VOx Phase Engineering Expedites The Alkaline Hydrogen Evolution Kinetics,figure_3,a,a,2d line plot,LSV polarization plot,"[64,10,417,294]",Potential,V vs RHE,linear,"[""-0.25"",""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",Current density,mA cm^-2,linear,"[""10"",""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""c/a-Ru/VOx-300"",""c/a-Ru/VOx-400"",""c/a-Ru/VOx-500"",""c/c-Ru/V2O3-600"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch2/case273/figure_3__panel_f,batch2/case273,10.1002/adfm.202312987,https://doi.org/10.1002/adfm.202312987,Crystalline/Amorphous-Ru/VOx Phase Engineering Expedites The Alkaline Hydrogen Evolution Kinetics,figure_3,f,f,dual-axis overlay line plot,polarization,"[99,45,453,330]",Potential,V vs RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""20"",""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Initial"",""After 2000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,polarization_curve,three_electrode_half_cell,False
batch2/case275/figure_2__a,batch2/case275,10.1002/adfm.202313275,https://doi.org/10.1002/adfm.202313275,Accelerating Hydrogen Desorption of Nickel Molybdenum Cathode via Copper Modulation for Pure-Water-Fed Hydroxide Exchange Membrane Electrolyzer,figure_2,a,a,line chart,polarization_curve,"[73,21,422,302]",Potential,V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""NiMo"",""CuMo"",""Ni0.9Cu0.1Mo"",""Pt/C""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 m KOH,HER,alkaline,1.0 m KOH,polarization_curve,three_electrode_half_cell,False
batch2/case275/figure_2__f,batch2/case275,10.1002/adfm.202313275,https://doi.org/10.1002/adfm.202313275,Accelerating Hydrogen Desorption of Nickel Molybdenum Cathode via Copper Modulation for Pure-Water-Fed Hydroxide Exchange Membrane Electrolyzer,figure_2,f,f,polarization_curve,polarization_curve,"[70,32,419,313]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""initial"",""after 2000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 m KOH,HER,alkaline,1.0 m KOH,polarization_curve,three_electrode_half_cell,False
batch2/case278/figure_3__panel_a,batch2/case278,10.1002/adfm.202313530,https://doi.org/10.1002/adfm.202313530,UV-Induced Synthesis of Graphene Supported Iridium Catalyst with Multiple Active Sites for Overall Water Splitting,figure_3,a,(a),line plot,lsv,"[86,22,407,308]",E-iR (V vs RHE),V vs RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",J (mA cm^-2),mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""CM Pt/C 20%"",""Ir-rEGO"",""Pd-rEGO"",""Pt-rEGO"",""Ir-TrEGO""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch2/case278/figure_4__panel_a,batch2/case278,10.1002/adfm.202313530,https://doi.org/10.1002/adfm.202313530,UV-Induced Synthesis of Graphene Supported Iridium Catalyst with Multiple Active Sites for Overall Water Splitting,figure_4,a,a,electrochemical line plot,LSV,"[89,19,402,304]",E-iR,V vs RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",J,mA cm^-2,linear,"[""0"",""-5"",""-10"",""-15"",""-20"",""-25"",""-30""]","[""Ir-rEGO"",""CM Pt/C 20%"",""Ir-TrEGO""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH electrolyte,HER,alkaline,1 M KOH electrolyte,lsv,three_electrode_half_cell,False
batch2/case281/figure_2__j,batch2/case281,10.1002/adfm.202313859,https://doi.org/10.1002/adfm.202313859,A Self-Regulated Interface Enabled by Multi-Functional pH Buffer for Reversible Zn Electrochemistry,figure_2,j,j,line plot,lsv,"[40,22,299,200]",Voltage (V vs Zn/Zn2+),V vs Zn/Zn2+,linear,"[""-0.14"",""-0.12"",""-0.10"",""-0.08"",""-0.06""]",Current (mA cm^-2),mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30""]","[""ZSO"",""ZSO-0.1 APS""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,"2 M ZnSO4-based aqueous electrolyte, with APS additive varying by curve",HER,acidic,"2 M ZnSO4-based aqueous electrolyte, with APS additive varying by curve",lsv,three_electrode_half_cell,False
