case_rel_path,figure_id,panel_id,curve_label,paper_title,figure6_group,both_better_global,both_better_and_widens,enrich_reported_material_name,enrich_material_class,active_elements,precious_elements,support_material,substrate_material,delta_eta10_mV,delta_eta50_mV,gap_widening_eta50_minus_eta10_mV,condition_alkaline,pm_containing,alkaline_PM_interaction,motif_alloy_class,Pt_containing,Ir_containing,Ru_containing,Pd_containing,motif_carbon_support,motif_chalcogen,motif_selenide_telluride,motif_phosphide,motif_oxide_hydroxide,motif_single_atom,motif_array_or_foam_architecture,PM_plus_oxophilic_partner,Pt_plus_partner,Ru_plus_partner,Pt_alloy_or_multimetal,Ru_chalcogen,multi_metal,has_oxophilic_partner,element_Ni,element_Mo,element_Co,element_Fe,element_P,element_S,element_Se,element_Te,dataset,manual_elements,manual_pm_elements,manual_nonpm_metal_partners,manual_tm_oxophilic_partners,manual_main_group_partners,manual_pm_core,manual_partner_type,manual_identity_family,manual_is_alloy_or_metallic_glass,manual_is_single_atom_or_site_isolated,manual_has_carbon_support,manual_has_oxide_hydroxide_interface,manual_has_chalcogenide,manual_has_phosphide,manual_has_carbide_boride_nitride,manual_pm_count,manual_nonpm_metal_partner_count,audit_strict_subfamily,audit_confidence,audit_issue_flag,audit_note,audit_elements_compact,audit_pm_compact,analysis_dataset,eta10_good,eta50_good,transition_class_strict,both_better,alkaline_pm_branch
batch1/case105,figure_4,b,s-Pt/1T′-MoS2,Phase-dependent growth of Pt on MoS2 for highly efficient H2 evolution,Acidic PM,True,False,s-Pt/1T′-MoS2,single_atom,"{'Pt', 'S', 'Mo'}",['Pt'],1T′-MoS2,,-22.5,-16.351020408163286,6.148979591836714,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,True,False,False,AB,"Mo,Pt,S",Pt,Mo,Mo,S,Pt-containing,PM + TM + anion/interface,Pt single-atom/interface,False,True,False,False,True,False,False,1,1,Pt single-atom/site-isolated,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,Pt,S",Pt,AB,True,True,both-better,True,
batch1/case108,figure_2,d,SS Pt-RuO2 HNSs,Single-site Pt-doped RuO2 hollow nanospheres with interstitial C for high-performance acidic overall water splitting,Acidic PM,False,False,SS Pt-RuO2 HNSs,oxide,"{'Ru', 'Pt', 'C', 'O'}","['Pt', 'Ru']",,,11.656409273139271,10.552669804194991,-1.10373946894428,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,AB,"C,O,Pt,Ru","Pt,Ru",,,"C,O",Pt-containing,PM + oxide/hydroxide interface,Pt other,False,False,False,True,False,False,False,2,0,Pt oxide/hydroxide interface,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,O,Pt,Ru","Pt,Ru",AB,False,False,neither,False,
batch1/case108,figure_2a,d,SS Pt-RuO2 HNSs,Single-site Pt-doped RuO2 hollow nanospheres with interstitial C for high-performance acidic overall water splitting,Acidic PM,False,False,SS Pt-RuO2 HNSs,oxide,"{'Ru', 'Pt'}","['Pt', 'Ru']",,glassy carbon,10.794668334557253,11.006090731345353,0.2114223967881017,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,AB,"Pt,Ru","Pt,Ru",,,,Pt-containing,PM + oxide/hydroxide interface,Pt carbon-supported,False,False,True,True,False,False,False,2,0,Pt carbon-supported,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Pt,Ru","Pt,Ru",AB,False,False,neither,False,
batch1/case12,figure_3,a,RhSe2,RhSe2: A Superior 3D Electrocatalyst with Multiple Active Facets for Hydrogen Evolution Reaction in Both Acid and Alkaline Solutions,Acidic PM,False,False,RhSe2,other,"{'Rh', 'Se'}",['Rh'],,,1.760912698412696,37.06140350877193,35.30049081035924,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AB,"Rh,Se",Rh,,,Se,other PM,PM + chalcogenide interface,other PM chalcogenide/phosphide,False,False,False,False,True,False,False,1,0,other PM chalcogenide/phosphide,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Rh,Se",Rh,AB,False,False,neither,False,
batch1/case13,figure_5,a,Pt1/NMHCS,Pt Single Atoms Supported on N-Doped Mesoporous Hollow Carbon Spheres with Enhanced Electrocatalytic H2-Evolution Activity,Acidic PM,False,False,Pt1/NMHCS,single_atom,"{'Pt', 'C', 'N'}",['Pt'],N-doped mesoporous hollow carbon spheres,,14.286001164728804,64.16500994035788,49.87900877562908,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AB,"C,N,Pt",Pt,,,"C,N",Pt-containing,PM + carbon support,Pt single-atom/interface,False,True,True,False,False,False,False,1,0,Pt single-atom/site-isolated,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,N,Pt",Pt,AB,False,False,neither,False,
batch1/case51,figure_4,a,Pt3Co@NCNT,Engineering Platinum–Cobalt Nano-alloys in Porous Nitrogen-Doped Carbon Nanotubes for Highly Efficient Electrocatalytic Hydrogen Evolution,Acidic PM,True,True,Pt3Co@NCNT,alloy,"{'Co', 'Pt'}",['Pt'],porous nitrogen-doped carbon nanotubes,,-4.471021159153636,-27.758545042813665,-23.28752388366003,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,AB,"Co,Pt",Pt,Co,Co,,Pt-containing,"PM + metal partner, non-alloy",Pt alloy-like,True,False,True,False,False,False,False,1,1,Pt alloy/intermetallic,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Pt",Pt,AB,True,True,both-better,True,
batch1/case54,figure_6,a,RuO2-WC NPs,Bifunctional WC-Supported RuO2 Nanoparticles for Robust Water Splitting in Acidic Media,Acidic PM,False,False,RuO2-WC NPs,composite,"{'Ru', 'C', 'W', 'O'}",['Ru'],WC,,19.97805968157241,56.88165561583283,36.903595934260416,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,AB,"C,O,Ru,W",Ru,W,W,"C,O",Ru-containing no Pt/Ir,PM + TM + anion/interface,Ru oxide/hydroxide interface,False,False,False,True,False,False,False,1,1,Ru oxide/hydroxide/oxygen interface,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,O,Ru,W",Ru,AB,False,False,neither,False,
batch2/case155,figure_5,a,PtCu/WO3@CF,Ultrahigh Pt-Mass-Activity Hydrogen Evolution Catalyst Electrodeposited from Bulk Pt,Acidic PM,False,False,PtCu/WO3@CF,composite,"{'Pt', 'Cu', 'W', 'O'}",['Pt'],WO3 nanosheet array,Cu foam,17.87878787878788,35.15151515151514,17.272727272727263,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,AB,"Cu,O,Pt,W",Pt,"Cu,W","Cu,W",O,Pt-containing,PM + TM + anion/interface,Pt oxide/hydroxide interface,False,False,False,True,False,False,False,1,2,Pt oxide/hydroxide interface,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Cu,O,Pt,W",Pt,AB,False,False,neither,False,
batch2/case155,figure_5,f,PtCu/WO3@CF,Ultrahigh Pt-Mass-Activity Hydrogen Evolution Catalyst Electrodeposited from Bulk Pt,Acidic PM,False,False,PtCu/WO3@CF,composite,"{'Pt', 'Cu', 'W', 'O'}",['Pt'],WO3,Cu foam,22.61055848513904,35.39164606146238,12.781087576323344,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,AB,"Cu,O,Pt,W",Pt,"Cu,W","Cu,W",O,Pt-containing,PM + TM + anion/interface,Pt oxide/hydroxide interface,False,False,False,True,False,False,False,1,2,Pt oxide/hydroxide interface,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Cu,O,Pt,W",Pt,AB,False,False,neither,False,
batch2/case187,figure_5,h,12%Rh-Co2Fe-P,Rational Design of Transition Metal Phosphide-Based Electrocatalysts for Hydrogen Evolution,Acidic PM,False,False,12%Rh-Co2Fe-P,phosphide,"{'Co', 'Rh', 'P', 'Fe'}",['Rh'],,,43.45922276956759,48.61111111111112,5.1518883415435255,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,AB,"Co,Fe,P,Rh",Rh,"Co,Fe","Co,Fe",P,other PM,PM + TM + anion/interface,other PM chalcogenide/phosphide,False,False,False,False,False,True,False,1,2,other PM chalcogenide/phosphide,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,P,Rh",Rh,AB,False,False,neither,False,
batch2/case187,figure_5,h,4%Rh-Co2Fe-P,Rational Design of Transition Metal Phosphide-Based Electrocatalysts for Hydrogen Evolution,Acidic PM,False,False,4%Rh-Co2Fe-P,phosphide,"{'Co', 'Rh', 'P', 'Fe'}",['Rh'],,,60.700602079912414,78.06513409961684,17.364532019704427,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,AB,"Co,Fe,P,Rh",Rh,"Co,Fe","Co,Fe",P,other PM,PM + TM + anion/interface,other PM chalcogenide/phosphide,False,False,False,False,False,True,False,1,2,other PM chalcogenide/phosphide,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,P,Rh",Rh,AB,False,False,neither,False,
batch2/case202,figure_5,a,MSOR0.5,"Construction of Ru, O Co-Doping MoS2 for Hydrogen Evolution Reaction Electrocatalyst and Surface-Enhanced Raman Scattering Substrate: High-Performance, Recyclable, and Durability Improvement",Acidic PM,False,False,MSOR0.5,sulfide,"{'Ru', 'Mo', 'S', 'O'}",['Ru'],,,271.44621816799696,308.82139525241007,37.37517708441311,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,AB,"Mo,O,Ru,S",Ru,Mo,Mo,"O,S",Ru-containing no Pt/Ir,PM + TM + anion/interface,Ru chalcogenide,False,False,False,True,True,False,False,1,1,Ru/O co-doped MoS2 nanoflowers,high,manual_family_too_broad,"Paper defines MSORx as Ru,O co-doped MoS2; not generic Ru chalcogenide.","Mo,O,Ru,S",Ru,AB,False,False,neither,False,
batch2/case202,figure_5,a,MSOR1,"Construction of Ru, O Co-Doping MoS2 for Hydrogen Evolution Reaction Electrocatalyst and Surface-Enhanced Raman Scattering Substrate: High-Performance, Recyclable, and Durability Improvement",Acidic PM,False,False,MSOR1,sulfide,"{'Ru', 'Mo', 'S', 'O'}",['Ru'],,,143.2592170277461,130.16611381776713,-13.093103209978976,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,AB,"Mo,O,Ru,S",Ru,Mo,Mo,"O,S",Ru-containing no Pt/Ir,PM + TM + anion/interface,Ru chalcogenide,False,False,False,True,True,False,False,1,1,Ru/O co-doped MoS2 nanoflowers,high,manual_family_too_broad,"Paper defines MSORx as Ru,O co-doped MoS2; not generic Ru chalcogenide.","Mo,O,Ru,S",Ru,AB,False,False,neither,False,
batch2/case202,figure_5,a,MSOR1.5,"Construction of Ru, O Co-Doping MoS2 for Hydrogen Evolution Reaction Electrocatalyst and Surface-Enhanced Raman Scattering Substrate: High-Performance, Recyclable, and Durability Improvement",Acidic PM,False,False,MSOR1.5,sulfide,"{'Ru', 'Mo', 'S', 'O'}",['Ru'],,,286.5174107534427,341.5851560070488,55.06774525360612,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,False,AB,"Mo,O,Ru,S",Ru,Mo,Mo,"O,S",Ru-containing no Pt/Ir,PM + TM + anion/interface,Ru chalcogenide,False,False,False,True,True,False,False,1,1,Ru/O co-doped MoS2 nanoflowers,high,manual_family_too_broad,"Paper defines MSORx as Ru,O co-doped MoS2; not generic Ru chalcogenide.","Mo,O,Ru,S",Ru,AB,False,False,neither,False,
batch2/case84,figure_2,a,K2PtCl4@NC-M,Simple and Scalable Mechanochemical Synthesis of Noble Metal Catalysts with Single Atoms toward Highly Efficient Hydrogen Evolution,Acidic PM,True,True,K2PtCl4@NC-M,single_atom,"{'Cl', 'C', 'N', 'K', 'Pt'}",['Pt'],N-doped carbon,,-2.52008765522279,-5.506278479251453,-2.9861908240286628,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,AB,"C,Cl,K,N,Pt",Pt,K,,"C,N",Pt-containing,PM + carbon support,Pt single-atom/interface,False,True,True,False,False,False,False,1,1,Pt single-atom/site-isolated,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Cl,K,N,Pt",Pt,AB,True,True,both-better,True,
batch3/case311,figure_3,e,e-PtTe NSs,Self-Powered Hydrogen Production From Seawater Enabled by Trifunctional Exfoliated PtTe Nanosheet Catalysts,Acidic PM,False,False,e-PtTe NSs,other,"{'Pt', 'Te'}",['Pt'],,glassy carbon,37.86259541984734,23.9729880344037,-13.88960738544364,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,AB,"Pt,Te",Pt,,,Te,Pt-containing,PM + chalcogenide interface,Pt chalcogenide/phosphide interface,False,False,True,False,True,False,False,1,0,Pt chalcogenide/phosphide interface,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Pt,Te",Pt,AB,False,False,neither,False,
batch3/case330,figure_4,a,Pt@N-MoO2,Dual Modulation of Bulk Electronic Structure and Surficial Active Sites in Sea Urchin-Like MoO2 Nanoreactors Promoting Electrocatalytic Hydrogen Evolution,Acidic PM,True,True,Pt@N-MoO2,single_atom,"{'Pt', 'O', 'N', 'Mo'}",['Pt'],N-doped MoO2,,-12.24072955323495,-25.89108483645464,-13.650355283219689,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,AB,"Mo,N,O,Pt",Pt,Mo,Mo,"N,O",Pt-containing,PM + TM + anion/interface,Pt single-atom/interface,False,True,False,True,False,False,False,1,1,Pt single-atom/site-isolated,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Mo,N,O,Pt",Pt,AB,True,True,both-better,True,
batch3/case377,figure_4,d,RuSA/v-Mo2C,A Hydrazine-Water Galvanic Cell-Inspired Self-Powered High-Rate Hydrogen Production via Overall Hydrazine Electrosplitting,Acidic PM,False,False,RuSA/v-Mo2C,single_atom,"{'Ru', 'Mo', 'C'}",['Ru'],v-Mo2C nanobelts,,23.609142857142864,29.60041558441557,5.991272727272708,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,AB,"C,Mo,Ru",Ru,Mo,Mo,C,Ru-containing no Pt/Ir,"PM + metal partner, non-alloy","Ru metal partner, non-alloy",False,True,False,False,False,False,False,1,1,Ru with non-PM metal partner,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Mo,Ru",Ru,AB,False,False,neither,False,
batch3/case379,figure_3,b,Ru-Co2Ni@NCNT,Strain Engineering of Ru-Co2Ni Nanoalloy Encapsulated with Carbon Nanotubes for Efficient Anion and Proton Exchange Membrane Water Electrolysis | Strain Engineering of Ru–Co2Ni Nanoalloy Encapsulated with Carbon Nanotubes for Efficient Anion and Proton Exchange Membrane Water Electrolysis,Acidic PM,False,False,Ru-Co2Ni@NCNT,composite,"{'Ru', 'Ni', 'Co'}",['Ru'],nitrogen-doped carbon nanotubes,,25.009649122807005,38.10506379585327,13.095414673046264,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,AB,"Co,Ni,Ru",Ru,"Co,Ni","Co,Ni",,Ru-containing no Pt/Ir,"PM + metal partner, non-alloy",Ru carbon-supported/interface,False,False,True,False,False,False,False,1,2,Ru carbon-supported/interface,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Ni,Ru",Ru,AB,False,False,neither,False,
batch3/case400,figure_3,a,HEA NW@NC/SWCNT,Integrated High-Entropy Alloy Nanowire/Carbon Nanotube Membrane Electrode for Efficient Hydrogen Evolution in Acid Solution,Acidic PM,True,True,HEA NW@NC/SWCNT,composite,"{'Mo', 'Fe', 'Co', 'Pt', 'Ni'}",['Pt'],single-walled carbon nanotube,,-6.414855072463759,-34.55026455026455,-28.135409477800792,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,AB,"Co,Fe,Mo,Ni,Pt",Pt,"Co,Fe,Mo,Ni","Co,Fe,Mo,Ni",,Pt-containing,"PM + metal partner, non-alloy",Pt alloy-like,True,False,True,False,False,False,False,1,4,Pt alloy/intermetallic,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,Mo,Ni,Pt",Pt,AB,True,True,both-better,True,
batch3/case400,figure_5,a,HEA NWs@NC/SWCNT,Integrated High-Entropy Alloy Nanowire/Carbon Nanotube Membrane Electrode for Efficient Hydrogen Evolution in Acid Solution,Acidic PM,True,True,HEA NWs@NC/SWCNT,composite,"{'Mo', 'Fe', 'Co', 'Pt', 'Ni'}",['Pt'],single-walled carbon nanotube (SWCNT),single-walled carbon nanotube (SWCNT) film,-8.888269195017656,-41.922290388548056,-33.0340211935304,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,False,False,False,False,AB,"Co,Fe,Mo,Ni,Pt",Pt,"Co,Fe,Mo,Ni","Co,Fe,Mo,Ni",,Pt-containing,"PM + metal partner, non-alloy",Pt alloy-like,True,False,True,False,False,False,False,1,4,Pt alloy/intermetallic,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Co,Fe,Mo,Ni,Pt",Pt,AB,True,True,both-better,True,
batch3/case482,figure_4,a,PrPtTiP/N-MWCNT,Elucidating the Electrocatalytic Activities of Pr-Doped PtTiP Nanocomposites for Hydrogen Evolution and Methanol Oxidation Reactions,Acidic PM,True,True,PrPtTiP/N-MWCNT,composite,"{'Pr', 'Ti', 'P', 'Pt'}",['Pt'],nitrogen-doped multiwalled carbon nanotubes,,-49.981074873679376,-51.17807380186801,-1.1969989281886342,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,AB,"P,Pr,Pt,Ti",Pt,"Pr,Ti",Ti,P,Pt-containing,PM + TM + anion/interface,Pt chalcogenide/phosphide interface,False,False,True,False,False,True,False,1,2,Pt chalcogenide/phosphide interface,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","P,Pr,Pt,Ti",Pt,AB,True,True,both-better,True,
batch3/case493,figure_3,a,PdBi1,Volcanic Relationship Between Hydrogen Binding Energy and Acidic Hydrogen Evolution in Single-Atom Alloy Catalysts,Acidic PM,False,False,PdBi1,alloy,"{'Bi', 'Pd'}",['Pd'],Pd,,153.68906513084391,235.5552174869685,81.86615235612459,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,AB,"Bi,Pd",Pd,Bi,,,other PM,PM without clear partner,other PM alloy-like,True,False,False,False,False,False,False,1,1,other PM alloy-like,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Bi,Pd",Pd,AB,False,False,neither,False,
batch3/case493,figure_3,a,PdIr1,Volcanic Relationship Between Hydrogen Binding Energy and Acidic Hydrogen Evolution in Single-Atom Alloy Catalysts,Acidic PM,False,False,PdIr1,alloy,"{'Pd', 'Ir'}","['Ir', 'Pd']",Pd,,65.19923523580229,140.04216321740756,74.84292798160527,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,AB,"Ir,Pd","Ir,Pd",,,,Ir-containing no Pt,PM without clear partner,Ir alloy-like,True,True,False,False,False,False,False,2,0,Pd-Ir alloy,medium,subseries_within_ir_alloy,Pd-Ir alloy subset.,"Ir,Pd","Ir,Pd",AB,False,False,neither,False,
batch3/case493,figure_3,a,PdPb1,Volcanic Relationship Between Hydrogen Binding Energy and Acidic Hydrogen Evolution in Single-Atom Alloy Catalysts,Acidic PM,False,False,PdPb1,alloy,"{'Pb', 'Pd'}",['Pd'],Pd,,223.5482037482888,338.0434178922779,114.49521414398912,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,AB,"Pb,Pd",Pd,Pb,,,other PM,PM without clear partner,other PM alloy-like,True,False,False,False,False,False,False,1,1,other PM alloy-like,medium,coarse_or_residual_label,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Pb,Pd",Pd,AB,False,False,neither,False,
batch3/case493,figure_3,a,PdPt1,Volcanic Relationship Between Hydrogen Binding Energy and Acidic Hydrogen Evolution in Single-Atom Alloy Catalysts,Acidic PM,True,True,PdPt1,alloy,"{'Pt', 'Pd'}","['Pd', 'Pt']",Pd,,-16.787382678219643,-23.941535057414573,-7.1541523791949295,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,AB,"Pd,Pt","Pd,Pt",,,,Pt-containing,PM without clear partner,Pt alloy-like,True,True,False,False,False,False,False,2,0,Pt alloy/intermetallic,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Pd,Pt","Pd,Pt",AB,True,True,both-better,True,
batch4/case504,figure_3,a,RuNiBi,case504-dual-atom-dopants-activated-ruthenium-single-atom-alloy-boosting-hydrogen-evolution-electrocatalysis-in-proton-exchange-membrane-water-electrolyzer,Acidic PM,True,True,RuNiBi SAA,alloy,"{'Ru', 'Bi', 'Ni'}",['Ru'],"commercial carbon (BP-2000, Cabot)",,-1.836698946525536,-8.486642009887856,-6.64994306336232,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,AB,"Bi,Ni,Ru",Ru,"Bi,Ni",Ni,,Ru-containing no Pt/Ir,"PM + metal partner, non-alloy",Ru alloy-like,True,False,True,False,False,False,False,1,2,Ru alloy/intermetallic,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","Bi,Ni,Ru",Ru,AB,True,True,both-better,True,
batch4/case591,figure_3,b,IrCo@NC-500,case591-tuning-the-activity-of-carbon-for-electrocatalytic-hydrogen-evolution-via-an-iridium-cobalt-alloy-core-encapsulated-in-nitrogen-doped-carbon-cages,Acidic PM,True,True,IrCo@NC-500,composite,"{'Co', 'C', 'N', 'Ir'}",['Ir'],N-doped graphene layers,,-13.993005756285402,-27.557089914428715,-13.564084158143311,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,AB,"C,Co,Ir,N",Ir,Co,Co,"C,N",Ir-containing no Pt,"PM + metal partner, non-alloy",Ir carbon-supported/interface,False,False,True,False,False,False,False,1,1,Ir carbon-supported/interface,medium,ok,"Subfamily inferred from catalyst label, elements, material class, support/substrate metadata.","C,Co,Ir,N",Ir,AB,True,True,both-better,True,
batch5/case732,figure_3,a,ZnNiCoIr,case732-tailored-electronic-structure-of-ir-in-high-entropy-alloy-for-highly-active-and-durable-bifunctional-electrocatalyst-for-water-splitting-under-an-acidic-environment,Acidic PM,False,False,ZnNiCoIr,alloy,"{'Co', 'Zn', 'Ni', 'Ir'}",['Ir'],,,13.866992496935993,31.98158893186904,18.11459643493305,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,AB,"Co,Ir,Ni,Zn",Ir,"Co,Ni,Zn","Co,Ni,Zn",,Ir-containing no Pt,"PM + metal partner, non-alloy",Ir alloy-like,True,False,False,False,False,False,False,1,3,Ir-based ZnNiCoIrX HEA/dealloyed alloy series,high,subseries_within_ir_alloy,Single acidic HEA/dealloyed composition series; should not represent all Ir alloy-like catalysts.,"Co,Ir,Ni,Zn",Ir,AB,False,False,neither,False,
batch5/case732,figure_3,a,ZnNiCoIrFe,case732-tailored-electronic-structure-of-ir-in-high-entropy-alloy-for-highly-active-and-durable-bifunctional-electrocatalyst-for-water-splitting-under-an-acidic-environment,Acidic PM,False,False,ZnNiCoIrFe,alloy,"{'Zn', 'Fe', 'Ir', 'Co', 'Ni'}",['Ir'],,,12.45741442069125,15.885290897968376,3.427876477277124,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,AB,"Co,Fe,Ir,Ni,Zn",Ir,"Co,Fe,Ni,Zn","Co,Fe,Ni,Zn",,Ir-containing no Pt,"PM + metal partner, non-alloy",Ir alloy-like,True,False,False,False,False,False,False,1,4,Ir-based ZnNiCoIrX HEA/dealloyed alloy series,high,subseries_within_ir_alloy,Single acidic HEA/dealloyed composition series; should not represent all Ir alloy-like catalysts.,"Co,Fe,Ir,Ni,Zn",Ir,AB,False,False,neither,False,
batch5/case732,figure_3,a,ZnNiCoIrMn,case732-tailored-electronic-structure-of-ir-in-high-entropy-alloy-for-highly-active-and-durable-bifunctional-electrocatalyst-for-water-splitting-under-an-acidic-environment,Acidic PM,False,False,ZnNiCoIrMn,alloy,"{'Zn', 'Mn', 'Ir', 'Co', 'Ni'}",['Ir'],,,7.480623134376156,10.040797800601716,2.56017466622556,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,AB,"Co,Ir,Mn,Ni,Zn",Ir,"Co,Mn,Ni,Zn","Co,Mn,Ni,Zn",,Ir-containing no Pt,"PM + metal partner, non-alloy",Ir alloy-like,True,False,False,False,False,False,False,1,4,Ir-based ZnNiCoIrX HEA/dealloyed alloy series,high,subseries_within_ir_alloy,Single acidic HEA/dealloyed composition series; should not represent all Ir alloy-like catalysts.,"Co,Ir,Mn,Ni,Zn",Ir,AB,False,False,neither,False,
batch5/case732,figure_3,a,ZnNiIr,case732-tailored-electronic-structure-of-ir-in-high-entropy-alloy-for-highly-active-and-durable-bifunctional-electrocatalyst-for-water-splitting-under-an-acidic-environment,Acidic PM,False,False,ZnNiIr,alloy,"{'Zn', 'Ni', 'Ir'}",['Ir'],,,16.137715600992436,52.415577342047925,36.27786174105549,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,AB,"Ir,Ni,Zn",Ir,"Ni,Zn","Ni,Zn",,Ir-containing no Pt,"PM + metal partner, non-alloy",Ir alloy-like,True,False,False,False,False,False,False,1,2,Ir-based ZnNiCoIrX HEA/dealloyed alloy series,high,subseries_within_ir_alloy,Single acidic HEA/dealloyed composition series; should not represent all Ir alloy-like catalysts.,"Ir,Ni,Zn",Ir,AB,False,False,neither,False,
